index,prediction,truth
1484502,fetch a small grey dark ball,go fetch a very_dark grey small ball
1484508,get a giant purple dark key,go get a neutral giant yellow ball
1484581,you must fetch a very_light medium red key,go fetch a red very_light medium key
1484602,fetch a light yellow small ball,go get a light small blue ball
1484779,get a small green very_dark key,go get a small green very_dark key
1484897,you must fetch small blue very_light ball,go fetch a light blue small ball
1484981,go a medium very_light purple key,get a very_light red large ball
1485175,get a blue giant very_dark ball,go get a giant very_dark green key
1485180,go fetch a green tiny neutral key,go fetch a neutral small green ball
1485232,you must fetch a small very_dark blue ball,go fetch a small blue very_dark ball
1485236,go get a giant very_light purple key,get a giant very_light green key
1485371,go fetch a blue small very_light key,get a small very_light green key
1485540,go get a medium light green key,you must fetch a medium red light ball
1485633,you must fetch a small neutral red ball,go fetch a red very_light large ball
1485869,you must fetch a red small small key,get a red dark small ball
1485985,you must fetch a green medium dark key,you must fetch a medium dark green key
1485992,fetch a large very_light red ball,fetch a giant green very_light key
1485996,fetch a very_light large green key,go get a blue large light ball
1486041,get a tiny very_dark red ball,go get a very_dark red tiny key
1486156,you must fetch a medium dark green key,you must fetch a dark medium green ball
1486161,fetch a giant red neutral ball,go fetch a giant neutral green key
1486216,go get a purple tiny dark ball,fetch a dark tiny purple key
1486308,go fetch a a medium light purple key,fetch a blue medium light key
1486395,get a very_dark yellow large key,go fetch a yellow very_dark large key
1486442,fetch a giant very_dark blue ball,go fetch a giant very_dark purple ball
1486453,get a yellow large dark key,you must fetch a purple dark large key
1486538,fetch a purple light medium key,you must fetch a light purple medium key
1486651,go fetch a small neutral purple key,you must fetch a small blue neutral key
1486655,get a neutral tiny purple key,fetch a neutral tiny green ball
1486680,go get a giant very_light green key,go fetch a giant green very_light key
1486772,go get a neutral blue small ball,fetch a tiny dark purple key
1486868,go fetch a medium green dark key,get a very_dark medium green key
1486901,go get a small green light ball,go get a blue light tiny key
1487141,get a light blue giant ball,go get a purple giant neutral ball
1487222,you must fetch a very_dark grey ball,go get a grey medium dark ball
1487266,go fetch a green small light key,go get a neutral green small key
1487396,go fetch a red small light ball,go fetch a red dark tiny ball
1487433,you must fetch blue light tiny ball,fetch a light blue tiny ball
1487643,go get a giant dark grey key,you must fetch a yellow neutral giant ball
1487888,you must fetch a tiny purple very_dark ball,you must fetch a tiny very_dark purple ball
1487971,get a neutral giant grey ball,get a neutral yellow giant ball
1487972,get a tiny neutral grey ball,fetch a neutral grey tiny ball
1488021,fetch a small neutral grey ball,get a light small grey ball
1488272,go fetch a green medium light key,fetch a red medium light ball
1488529,go fetch a dark green tiny key,fetch a very_dark tiny red key
1488591,go get a grey light light large key,go fetch a grey very_light large ball
1488648,go get a tiny dark ball,go get a grey dark tiny ball
1488665,go fetch a green small dark ball,you must fetch a neutral green small ball
1488704,go fetch a small light yellow ball,fetch a blue neutral small ball
1488777,get a very_dark yellow large key,go fetch a very_dark blue large ball
1488846,go fetch a dark giant purple ball,go get a giant very_dark purple ball
1489068,you fetch a green small dark key,get a small very_dark green key
1489102,you must fetch a giant red neutral key,get a giant neutral red key
1489301,go get a light yellow very_light ball,you must fetch a very_light yellow small ball
1489347,go get a blue neutral tiny key,get a neutral grey tiny key
1489391,fetch a giant neutral blue key,go fetch a giant purple light ball
1489439,get a red giant very_dark ball,you must fetch a red very_dark giant ball
1489442,go get a neutral medium purple ball,you must fetch a purple medium dark ball
1489557,go get a very_dark tiny purple ball,you must fetch a very_dark tiny yellow ball
1489568,fetch a neutral giant purple ball,fetch a purple giant dark ball
1489742,you must fetch a red neutral large ball,go get a medium red neutral ball
1490092,get a very_dark small red ball,go fetch a medium very_dark red key
1490301,fetch a grey large neutral key,fetch a neutral grey large key
1490526,get a fetch a neutral red large ball,fetch a neutral large red ball
1490572,get a very_light red large ball,get a green very_light giant key
1490616,fetch a large blue light ball,you must fetch a large light purple key
1490744,get a dark a large large ball,go fetch a large grey light key
1491315,get a grey yellow light ball,go fetch a very_light large grey ball
1491370,get a light tiny grey key,go fetch a tiny yellow neutral key
1491549,get a green very_dark small ball,get a small green very_dark ball
1491559,go fetch a green giant very_dark key,get a giant very_dark red ball
1491655,get a grey dark large key,fetch a dark large grey key
1491681,fetch must fetch a tiny purple very_dark ball,you must fetch a tiny purple very_dark ball
1491723,go get a very_dark grey small ball,fetch a tiny very_dark yellow ball
1491801,get a green tiny neutral ball,go fetch a neutral green tiny ball
1492100,go get a very_light tiny purple ball,go fetch a tiny light purple ball
1492279,you must fetch a medium dark grey ball,go get a yellow dark medium ball
1492299,fetch a dark large red ball,you must fetch a red giant neutral key
1492470,get a very_dark large yellow ball,you must fetch a yellow large very_dark ball
1492651,get a medium dark grey ball,go get a dark medium grey ball
1492653,you must fetch a very_dark tiny green key,you must fetch a tiny very_dark green ball
1492783,fetch a large grey neutral key,you must fetch a neutral large grey key
1492794,get a light small grey key,you must fetch a light grey small key
1492826,go fetch a tiny yellow light ball,get a tiny light grey ball
1492924,you must fetch a giant neutral purple ball,you must fetch a neutral giant blue ball
1493484,get a purple giant yellow key,go fetch a giant dark grey key
1493754,you must fetch a small light green key,get a green medium light key
1493852,fetch a giant grey dark key,get a grey giant dark key
1493997,go get a giant neutral ball ball,go get a giant dark green ball
1494331,get a green tiny very_light ball,you must fetch a tiny green light key
1494356,fetch get a very_dark medium purple ball,you must fetch a very_dark purple medium ball
1494404,get a small light small ball,go get a light green small ball
1494413,fetch a tiny green very_light ball,go fetch a tiny green light key
1494464,you must grey medium dark ball,you must fetch a neutral grey medium ball
1494524,go get a light yellow small key,get a light small yellow key
1494574,you must fetch a tiny green neutral ball,go fetch a tiny green neutral ball
1494582,get a neutral large blue ball,get a red dark large ball
1494664,you must fetch a grey giant neutral key,get a giant yellow dark ball
1494915,fetch a medium small very_dark ball,go get a purple very_dark small ball
1494972,get a very_dark medium red ball,go fetch a medium red very_dark key
1494974,go fetch a neutral giant ball,go fetch a dark blue giant ball
1494987,go get a purple large giant ball,fetch a giant yellow dark ball
1495226,you must very_dark giant red ball,go fetch a very_dark red giant ball
1495239,you must fetch a small very_light key,go get a light green small ball
1495360,fetch a green light small ball,go fetch a blue small light ball
1495362,get a large very_light purple key,go fetch a very_light purple large ball
1495651,you must fetch a purple large dark key,go fetch a purple medium dark key
1496388,go get a grey neutral giant ball,get a giant neutral grey ball
1496542,go get a very_dark grey tiny ball,you must fetch a small very_dark grey ball
1496644,go fetch a green tiny very_dark key,you must fetch a dark green small key
1496648,go get a very_dark small purple key,go fetch a small very_dark blue ball
1496701,go fetch a grey medium light key,fetch a medium light grey key
1496799,get a yellow tiny light ball,go get a light purple tiny ball
1496843,you must fetch a very_light small yellow ball,you must fetch a blue light small ball
